type	latency	desc	latencyEEG	latencylastEMGpoint
SB_Start_Beep	223021.120480	0_3_1	223.000000	223.021000
SB_Start_Beep	271728.864348	3_6_2	271.708000	271.728500
SB_Start_Beep	308766.669578	6_1_3	308.746000	308.766500
SB_Start_Beep	516387.577780	1_6_4	516.368000	516.387500
SB_Start_Beep	555487.372173	6_1_5	555.468000	555.487000
SB_Start_Beep	593013.174837	1_3_6	592.994000	593.013000
SB_Start_Beep	632336.968052	3_3_7	632.318000	632.336500
SB_Start_Beep	675718.739922	3_1_8	675.700000	675.718500
SB_Start_Beep	713318.542196	1_6_9	713.300000	713.318500
SB_Start_Beep	787874.150139	6_3_10	787.856000	787.874000
SB_Start_Beep	825907.950138	3_1_11	825.890000	825.907500
SB_Start_Beep	864443.747491	1_6_12	864.426000	864.443500
SB_Start_Beep	904741.535577	6_6_13	904.724000	904.741500
SB_Start_Beep	943517.331675	6_3_14	943.500000	943.517000
SB_Start_Beep	981443.132235	3_1_15	981.426000	981.443000
SB_Start_Beep	1018320.938313	1_6_16	1018.304000	1018.320500
SB_Start_Beep	1056280.738695	6_1_17	1056.264000	1056.280500
SB_Start_Beep	1094208.539245	1_3_18	1094.192000	1094.208500
SB_Start_Beep	1132742.336614	3_3_19	1132.726000	1132.742000
SB_Start_Beep	1171036.135240	3_6_20	1171.020000	1171.036000
SB_Start_Beep	1208499.938236	6_1_21	1208.484000	1208.499500
SB_Start_Beep	1245561.743340	1_1_22	1245.546000	1245.561500
SB_Start_Beep	1283613.543238	1_3_23	1283.598000	1283.613500
SB_Start_Beep	1321153.345835	3_6_24	1321.138000	1321.153000
SB_Start_Beep	1358997.146826	6_6_25	1358.982000	1358.997000
SB_Start_Beep	1398570.938727	6_3_26	1398.556000	1398.570500
SB_Start_Beep	1437312.734996	3_1_27	1437.298000	1437.312500
SB_Start_Beep	1476172.530645	1_3_28	1476.158000	1476.172500
SB_Start_Beep	1513370.335040	3_6_29	1513.356000	1513.370000
SB_Start_Beep	1551762.133150	6_1_30	1551.748000	1551.762000
SB_Start_Beep	1589005.937304	1_6_31	1588.992000	1589.005500
SB_Start_Beep	1626791.738600	6_1_32	1626.778000	1626.791500
SB_Start_Beep	1664061.542610	1_3_33	1664.048000	1664.061500
SB_Start_Beep	1703455.335458	3_1_34	1703.442000	1703.455000
SB_Start_Beep	1741441.135703	1_6_35	1741.428000	1741.441000
SB_Start_Beep	1779434.935912	6_3_36	1779.422000	1779.434500
SB_Start_Beep	1816894.738923	3_1_37	1816.882000	1816.894500
SB_Start_Beep	1854482.541261	1_6_38	1854.470000	1854.482500
SB_Start_Beep	1892388.341933	6_3_39	1892.376000	1892.388000
SB_Start_Beep	1947986.049562	3_6_40	1947.974000	1947.986000
SB_Start_Beep	1985133.854221	6_3_41	1985.122000	1985.133500
SB_Start_Beep	2022967.655265	3_1_42	2022.956000	2022.967500
SB_Start_Beep	2075895.355377	1_1_43	2075.692000	2075.895000
SB_Start_Beep	2114429.160180	1_3_44	2114.226000	2114.429000
SB_Start_Beep	2154316.958131	3_6_45	2154.114000	2154.316500
SB_Start_Beep	2203862.707152	6_1_46	2203.660000	2203.862500
SB_Start_Beep	2241016.518946	1_3_47	2240.814000	2241.016500
SB_Start_Beep	2280114.320899	3_6_48	2279.912000	2280.114000
SB_Start_Beep	2318062.128670	6_6_49	2317.860000	2318.062000
SB_Start_Beep	2355465.939204	6_3_50	2355.264000	2355.465500
SB_Start_Beep	2393175.748181	3_1_51	2392.974000	2393.175500
SB_Start_Beep	2430369.559772	1_1_52	2430.168000	2430.369500
SB_Start_Beep	2467039.374024	1_3_53	2466.838000	2467.039000
SB_Start_Beep	2504207.185747	3_6_54	2504.006000	2504.207000
SB_Start_Beep	2541750.995572	6_3_55	2541.550000	2541.750500
SB_Start_Beep	2580260.800497	3_6_56	2580.060000	2580.260500
SB_Start_Beep	2617444.612138	6_1_57	2617.244000	2617.444500
SB_Start_Beep	2655108.421355	1_3_58	2654.908000	2655.108000
SB_Start_Beep	2692834.230251	3_1_59	2692.634000	2692.834000
SB_Start_Beep	2729876.042612	1_6_60	2729.676000	2729.876000
SB_Start_Beep	2767167.853713	6_1_61	2766.968000	2767.167500
SB_Start_Beep	2804913.662508	1_3_62	2804.714000	2804.913500
SB_Start_Beep	2842609.471563	3_6_63	2842.410000	2842.609000
SB_Start_Beep	2880687.278676	6_6_64	2880.488000	2880.687000
SB_Start_Beep	2918035.089487	6_1_65	2917.836000	2918.035000
SB_Start_Beep	2955340.900517	1_3_66	2955.142000	2955.340500
SB_Start_Beep	2993498.707225	3_1_67	2993.300000	2993.498500
SB_Start_Beep	3030330.520650	1_3_68	3030.132000	3030.330500
SB_Start_Beep	3069456.322461	3_6_69	3069.258000	3069.456000
SB_Start_Beep	3106946.132552	6_3_70	3106.748000	3106.946000
SB_Start_Beep	3145037.939601	3_6_71	3144.840000	3145.037500
SB_Start_Beep	3182341.750635	6_1_72	3182.144000	3182.341500
SB_Start_Beep	3220235.558680	1_6_73	3220.038000	3220.235500
SB_Start_Beep	3258585.364422	6_1_74	3258.388000	3258.585000
SB_Start_Beep	3295153.179184	1_3_75	3294.956000	3295.153000
SB_Start_Beep	3344506.929184	3_3_76	3344.310000	3344.506500
SB_Start_Beep	3381518.741697	3_6_77	3381.322000	3381.518500
SB_Start_Beep	3418506.554331	6_1_78	3418.310000	3418.506500
SB_Start_Beep	3461583.053473	1_3_79	3461.748000	3461.583000
SB_Start_Beep	3498392.858293	3_6_80	3498.558000	3498.392500
SB_Start_Beep	3534846.664995	6_1_81	3535.012000	3534.846500
SB_Start_Beep	3585850.394551	1_1_82	3586.016000	3585.850000
SB_Start_Beep	3624238.190997	1_3_83	3624.404000	3624.238000
SB_Start_Beep	3663137.984735	3_6_84	3663.304000	3663.137500
SB_Start_Beep	3699729.790704	6_6_85	3699.896000	3699.729500
SB_Start_Beep	3737321.591371	6_1_86	3737.488000	3737.321500
SB_Start_Beep	3774759.392862	1_3_87	3774.926000	3774.759000
SB_Start_Beep	3813339.188289	3_6_88	3813.506000	3813.339000
SB_Start_Beep	3851758.984573	6_1_89	3851.926000	3851.758500
SB_Start_Beep	3892024.771061	1_3_90	3892.192000	3892.024500
SB_Start_Beep	3929038.574792	3_1_91	3929.206000	3929.038500
SB_Start_Beep	3966532.375986	1_3_92	3966.700000	3966.532000
SB_Start_Beep	4004830.172909	3_6_93	4004.998000	4004.830000
SB_Start_Beep	4043075.970115	6_6_94	4043.244000	4043.075500
SB_Start_Beep	4080293.772765	6_3_95	4080.462000	4080.293500
SB_Start_Beep	4118109.572244	3_1_96	4118.278000	4118.109500
SB_Start_Beep	4155903.371847	1_3_97	4156.072000	4155.903000
SB_Start_Beep	4193873.170510	3_6_98	4194.042000	4193.873000
SB_Start_Beep	4232378.966337	6_1_99	4232.548000	4232.378500
SB_Start_Beep	4270516.764108	1_1_100	4270.686000	4270.516500
SB_Start_Beep	4308030.565189	1_3_101	4308.200000	4308.030500
SB_Start_Beep	4345506.366478	3_6_102	4345.676000	4345.506000
SB_Start_Beep	4383506.164981	6_1_103	4383.676000	4383.506000
SB_Start_Beep	4420027.971329	1_3_104	4420.198000	4420.027500
SB_Start_Beep	4457813.770967	3_6_105	4457.984000	4457.813500
SB_Start_Beep	4496501.565822	6_6_106	4496.672000	4496.501500
SB_Start_Beep	4534011.366931	6_3_107	4534.182000	4534.011000
SB_Start_Beep	4570897.171341	3_1_108	4571.068000	4570.897000
SB_Start_Beep	4607708.976151	1_6_109	4607.880000	4607.708500
SB_Start_Beep	4645506.775726	6_1_110	4645.678000	4645.506500
SB_Start_Beep	4683746.572957	1_3_111	4683.918000	4683.746500
SB_Start_Beep	4721620.372135	3_1_112	4721.792000	4721.620000
SB_Start_Beep	4768068.125843	1_3_113	4768.240000	4768.068000
SB_Start_Beep	4804773.931215	3_6_114	4804.946000	4804.773500
SB_Start_Beep	4856403.025540	6_6_115	4856.600000	4856.403000
SB_Start_Beep	4891785.108991	6_3_116	4891.982000	4891.785000
SB_Start_Beep	4927319.192801	3_1_117	4927.516000	4927.319000
SB_Start_Beep	4972131.298493	1_3_118	4972.328000	4972.131000
SB_Start_Beep	5010069.387973	3_6_119	5010.266000	5010.069000
SB_Start_Beep	5048083.477632	6_1_120	5048.280000	5048.083000
SB_Start_Beep	5086643.568572	1_3_121	5086.840000	5086.643500
